ident,iata_code,name,type,latitude_deg,longitude_deg,elevation_ft
00A,,Total RF Heliport,heliport,40.070985,-74.933689,11.0
00AA,,Aero B Ranch Airport,small_airport,38.704022,-101.473911,3435.0
00AK,,Lowell Field,small_airport,59.947733,-151.692524,450.0
00AL,,Epps Airpark,small_airport,34.86479949951172,-86.77030181884766,820.0
00AN,,Katmai Lodge Airport,small_airport,59.093287,-156.456699,80.0
00AS,,Fulton Airport,small_airport,34.9428028,-97.8180194,1100.0
00AZ,,Cordes Airport,small_airport,34.305599212646484,-112.16500091552734,3810.0
00CA,,Goldstone (GTS) Airport,small_airport,35.35474,-116.885329,3038.0
00CL,,Williams Ag Airport,small_airport,39.427188,-121.763427,87.0
00CN,,Kitchen Creek Helibase Heliport,heliport,32.7273736,-116.4597417,3350.0
00FA,,Grass Patch Airport,small_airport,28.64550018310547,-82.21900177001953,53.0
00FL,,River Oak Airport,small_airport,27.230899810791016,-80.96920013427734,35.0
00GA,,Lt World Airport,small_airport,33.76750183105469,-84.06829833984375,700.0
00GE,,Caffrey Heliport,heliport,33.887982,-84.736983,957.0
00HI,,Kaupulehu Heliport,heliport,19.832881,-155.978347,43.0
00ID,,Delta Shores Airport,small_airport,48.145301818847656,-116.21399688720705,2064.0
00IG,,Goltl Airport,small_airport,39.724028,-101.395994,3359.0
00IL,,Hammer Airport,small_airport,41.978401,-89.560402,840.0
00IN,,St Mary Medical Center Heliport,heliport,41.51139831542969,-87.2605972290039,634.0
00IS,,Hayenga's Cant Find Farms Airport,small_airport,40.02560043334961,-89.1229019165039,820.0
00KS,,Hayden Farm Airport,small_airport,38.72779846191406,-94.93049621582033,1100.0
00KY,,Robbins Roost Airport,small_airport,37.409400939941406,-84.61969757080078,1265.0
00LA,,Shell Chemical East Site Heliport,heliport,30.191944,-90.980833,15.0
00LL,,Ac & R Components Heliport,heliport,39.66529846191406,-89.70559692382812,600.0
00LS,,Lejeune Airport,small_airport,30.136299,-92.429398,12.0
00MD,,Slater Field,small_airport,38.75709915161133,-75.75379943847656,45.0
00MI,,Dow Chemical Heliport,heliport,43.94940185546875,-86.41670227050781,588.0
00MN,,Battle Lake Municipal Airport,small_airport,46.29999923706055,-95.70030212402344,1365.0
00MO,,Cooper Flying Service Airport,small_airport,37.202800750732,-94.412399291992,970.0
00MT,,Livingston Healthcare Heliport,heliport,45.675,-110.52515,4465.0
00N,,Bucks Airport,small_airport,39.472998,-75.184346,105.0
00NC,,North Raleigh Airport,small_airport,36.08520126342773,-78.37139892578125,348.0
00NJ,,Colgate-Piscataway Heliport,heliport,40.52090072631836,-74.47460174560547,78.0
00NK,,Cliche Cove Seaplane Base,seaplane_base,44.8118612,-73.3698057,96.0
00NR,,Rodanthe Dare County Heliport,heliport,35.594729,-75.470002,8.0
00NY,,Weiss Airfield,small_airport,42.89576,-77.495263,1000.0
00OI,,Miami Valley Hospital Helistop,heliport,39.744888,-84.18724,905.0
00OK,,Gull Bay Landing Airport,small_airport,36.198598,-96.217693,960.0
00OR,,Steel Systems Heliport,heliport,44.932899475097656,-123.12999725341795,195.0
00PA,,R J D Heliport,heliport,39.94889831542969,-75.74690246582031,402.0
00PN,,Ferrell Field,small_airport,41.2995,-80.211111,1301.0
00S,,McKenzie Bridge State Airport,small_airport,44.181466,-122.086,1620.0
00SC,,Flying O Airport,small_airport,34.0093994140625,-80.26719665527344,150.0
00SD,,Homan Field,small_airport,44.809158,-96.498897,1590.0
00TE,,Tcjc-Northeast Campus Heliport,heliport,32.847599029541016,-97.1894989013672,600.0
00TS,,Alpine Range Airport,small_airport,32.607601165771484,-97.24199676513672,670.0
00TT,,Nowhere Airport,small_airport,34.516606,-99.93694,1752.0
00VA,,Vaughan Airport,small_airport,36.574964,-78.998437,551.0
00VI,,Groundhog Mountain Airport,small_airport,36.66329956054688,-80.49949645996094,2680.0
00W,,Lower Granite State Airport,small_airport,46.672884,-117.441933,719.0
00WA,,Howell Airport,small_airport,47.17839813232422,-122.77200317382812,150.0
00WI,,Northern Lite Airport,small_airport,44.304298400878906,-89.05010223388672,860.0
00WN,,Hawks Run Airport,small_airport,46.25,-117.2490005493164,2900.0
00WV,,Lazy J. Aerodrome,small_airport,38.82889938354492,-79.86609649658203,2060.0
00WY,,Mountain View Regional Hospital Heliport,heliport,42.840361,-106.224443,5210.0
00XA,,Weeski Ranch Airport,small_airport,30.224,-96.01417,271.0
01A,,Purkeypile Airport,small_airport,62.940833,-152.269722,2041.0
01AK,,Providence Seward Medical Center Heliport,heliport,60.1058739754,-149.446249008,120.0
01AL,,Ware Island Airport,small_airport,32.94599914550781,-86.51390075683594,344.0
01AN,,McHone Heights Airport,small_airport,61.649095,-149.339025,610.0
01AR,,DeQueen Medical Center Heliport,heliport,34.047456,-94.354023,440.0
01AZ,,Yat Heliport,heliport,34.607406,-111.8609,3300.0
01CA,,SCE Lugo Substation Heliport,heliport,34.368241,-117.370059,3733.0
01CL,,Swansboro Country Airport,small_airport,38.7999,-120.734001,2594.0
01CO,,St Vincent General Hospital Heliport,heliport,39.24530029296875,-106.24600219726562,10175.0
01CT,,Berlin Fairgrounds Heliport,heliport,41.62730026245117,-72.72750091552734,60.0
01FA,,Rybolt Ranch Airport,small_airport,28.589399337768555,-81.14420318603516,55.0
01FD,,Advent Health Altamonte Springs Heliport,heliport,28.666639,-81.3697,86.0
01FL,,Cedar Knoll Flying Ranch Airport,small_airport,28.78190040588379,-81.1592025756836,19.0
01GA,,Medical Center Heliport,heliport,32.47930145263672,-84.9791030883789,319.0
01GE,,The Farm Airport,small_airport,32.675106,-82.771055,375.0
01ID,,Lava Hot Springs Airport,small_airport,42.6082,-112.031998,5268.0
01II,,Myers Field,small_airport,39.8849983215332,-86.50669860839844,950.0
01IL,,Hoopeston Community Memorial Hospital Heliport,heliport,40.45859909057617,-87.65950012207031,583.0
01IN,,Community Hospital Heliport,heliport,40.13090133666992,-85.69580078125,890.0
01IS,,William E. Koenig Airport,small_airport,39.01620101928711,-90.31819915771484,670.0
01J,,Hilliard Airpark,small_airport,30.685568,-81.906346,59.0
01K,,Caldwell Municipal Airport,small_airport,37.036132,-97.58533,1157.0
01KS,,Flying N Ranch Airport,small_airport,38.54059982299805,-97.00330352783205,1485.0
01KY,,Lourdes Hospital Heliport,heliport,37.051700592041016,-88.64689636230469,419.0
01LA,,Barham Airport,small_airport,32.638999938964844,-91.77369689941406,90.0
01LL,,Schumaier Restricted Landing Area,small_airport,38.12580108642578,-89.46389770507812,555.0
01LS,,Country Breeze Airport,small_airport,30.722478,-91.077372,125.0
01MA,,Compaq Andover Heliport,heliport,42.625099182128906,-71.18009948730469,140.0
01MD,,Annapolis Seaplane Base,seaplane_base,38.999199,-76.456001,
01ME,,Saint Peter's Seaplane Base,seaplane_base,46.778900146484375,-68.50029754638672,608.0
01MI,,Flow Through Terminal Heliport,heliport,43.04949951171875,-83.67970275878906,736.0
01MN,,Barnes Seaplane Base,seaplane_base,47.899600982666016,-92.55740356445312,1358.0
01MO,,Highway Patrol Troop C Headquarters Heliport,heliport,38.641700744628906,-90.48429870605467,615.0
01MT,,Crystal Lakes Resort Airport,small_airport,48.789100646972656,-114.87999725341795,3141.0
01MU,,NWMC - Houghton Heliport,heliport,32.196747,-110.775142,2873.0
01NC,,Topsail Airpark,small_airport,34.47529983520508,-77.5813980102539,65.0
01NH,,Moore Airfield,small_airport,43.6445,-72.086998,835.0
01NJ,,Albert Guido Memorial Heliport,heliport,40.739956,-74.136128,10.0
01NM,,Champion Ranch Airport,small_airport,33.008611,-104.540278,3630.0
01NR,,McGee 01 Heliport,heliport,34.196264,-77.919917,40.0
01NV,,Lantana Ranch Airport,small_airport,38.76390075683594,-119.0270004272461,4600.0
01NY,,Vassar Hospital Heliport,heliport,41.692415,-73.93683,100.0
01OH,,Atrium Medical Center Heliport,heliport,39.497455,-84.313851,775.0
01OI,,Avita Health System Galion Hospital Heliport,heliport,40.730267,-82.802022,1140.0
01OL,,Spring Creek Ranch East Airport,small_airport,34.391667,-96.690833,1060.0
01PN,,Bierly(Personal Use) Airport,small_airport,40.93059921264648,-77.73889923095703,960.0
01PS,,Nort's Resort Airport,small_airport,41.59590148925781,-76.02960205078125,1040.0
01SC,,York Airport,small_airport,35.032100677490234,-81.25279998779297,779.0
01TA,,Thirty Thirty Matlock Office Center Helistop,closed,32.694867,-97.115964,630.0
01TE,,Smith Field,small_airport,32.737598,-96.428001,505.0
01TN,,Colonial Air Park,small_airport,34.99589920043945,-89.73059844970703,370.0
01TT,,Clute Fire & EMS Station #1 Heliport,heliport,29.012067,-95.402119,7.0
01U,,Duckwater Airport,small_airport,38.849785,-115.634987,5124.0
01UT,,La Sal Junction Airport,small_airport,38.30830001831055,-109.39600372314452,6000.0
01VA,,Pickles Airport,small_airport,39.125,-77.9250030518,500.0
01WA,,Willapa Harbor Heliport,heliport,46.66320037841797,-123.81199645996094,154.0
01WI,,Prehn Cranberry Company Airport,closed,44.009328,-90.38993,930.0
01WN,,Whidbey General Hospital Heliport,heliport,48.2134017944336,-122.68499755859376,103.0
01WT,,Odyssey Heliport,heliport,47.518178,-122.210908,20.0
01WY,,Keyhole Airport,small_airport,44.348312,-104.8106,4250.0
01XA,,Ascension Seton Hays Heliport,heliport,30.007222,-97.853333,715.0
01XS,,Meadowood Ranch Heliport,heliport,32.020198822021484,-95.74549865722656,500.0
02AA,,Barefoot Airport,small_airport,61.506147,-149.912825,160.0
02AK,,Rustic Wilderness Airport,small_airport,61.876907,-150.097626,190.0
02AL,,Bass Field,small_airport,30.37150001525879,-87.76439666748047,61.0
02AN,,Emerald Ridge Airport,small_airport,59.704223,-151.295869,222.0
02CA,,Swepi Beta Platform Ellen Heliport,heliport,33.58250045776367,-118.12899780273438,122.0
02CD,,Shannon Field,small_airport,34.129600524902344,-90.52400207519533,165.0
02CL,,Conover Air Lodge Airport,small_airport,34.761101,-119.058998,5160.0
02CO,,Mc Cullough Airport,small_airport,37.64329910279999,-106.04699707,7615.0
02CT,,Strangers Point Heliport,heliport,41.91960144042969,-72.44450378417969,540.0
02FA,,Osborn Airfield,small_airport,28.526699,-81.874802,121.0
02FD,,Triple R Ranch Airport,small_airport,30.950976,-86.635555,209.0
02GA,,Doug Bolton Field,small_airport,34.202598571777344,-83.42900085449219,884.0
02GE,,Etowah Fields Airport,small_airport,34.17530059814453,-84.92440032958984,710.0
02HI,,K3 Helipad Heliport,heliport,21.35839,-157.94789,9.0
02IA,,Boone County Hospital Heliport,heliport,42.05609893798828,-93.87799835205078,1160.0
02ID,,Morgan Ranch Airport,small_airport,44.55550003051758,-115.30500030517578,5634.0
02II,,King Ultralightport,small_airport,40.06230163574219,-86.21050262451172,925.0
02IN,,Diamond P. Field,small_airport,40.20890045166016,-85.54080200195312,904.0
02IS,,Condell Medical Center Heliport,heliport,42.274600982666016,-87.9572982788086,762.0
02KS,,JMJ Landing Airport,small_airport,39.221416,-96.057072,1170.0
02KT,,St Claire Healthcare Heliport,heliport,38.181441,-83.443319,781.0
02KY,,Boone National Guard Heliport,heliport,38.190282,-84.906442,760.0
02LA,,Louisiana State Police Troop G Heliport,heliport,32.531491,-93.659939,168.0
02LS,,Windy Hill Heliport,heliport,30.14830017089844,-91.91899871826172,25.0
02MA,,Cuttyhunk Heliport,heliport,41.419601,-70.927002,9.0
02MD,,Garner Field,small_airport,38.672544,-76.709739,141.0
02ME,,Nadeau's Airfield,small_airport,43.537467,-70.930685,700.0
02MI,,Fairplains Airpark,small_airport,43.15710067749024,-85.14849853515625,850.0
02MO,,Troy Airpark,small_airport,39.04999923706055,-91.03350067138672,650.0
02MS,,Watts Field,small_airport,34.095701,-90.846131,153.0
02NE,,Benes Service Airport,small_airport,41.074501037597656,-96.90450286865234,1550.0
02NH,,Iroquois Landing Seaplane Base,seaplane_base,44.65710067749024,-71.21910095214844,1180.0
02NJ,,Penske Heliport,closed,40.557301,-74.467102,78.0
02NM,,FFR Animas Landing Strip,small_airport,32.09071,-108.870735,4240.0
02NR,,McGee 02 Heliport,heliport,35.592197,-77.377372,25.0
02NV,,Paiute Meadows Airport,small_airport,41.299551,-118.926709,4443.0
02NY,,Hansen Heliport,heliport,43.132598876953125,-75.65550231933594,435.0
02OH,,Zimmerman Airport,small_airport,41.37639999389648,-83.08329772949219,614.0
02OI,,Murtha Airport,small_airport,41.80199813842773,-80.56539916992188,950.0
02OL,,War Veterans Colony Heliport,heliport,34.811412,-95.307727,807.0
02OR,,Rowena Dell Airport,small_airport,45.68149948120117,-121.31600189208984,705.0
02P,,Stottle Memorial Heliport,heliport,40.403596,-77.556602,591.0
02PA,,Lag III Heliport,heliport,40.438301,-79.769997,1070.0
02PN,,Peco Berwyn Heliport,heliport,40.06959915161133,-75.4552001953125,390.0
02PR,,Cuylers Airport,small_airport,18.464924,-66.363773,15.0
02RI,,Miramar Residence Heliport,heliport,41.457931,-71.304886,36.0
02SC,,Harpers Airport,small_airport,32.760211,-81.225872,111.0
02T,,Wise River Airport,small_airport,45.76910018920898,-112.98200225830078,5830.0
02TA,,Matagorda Shore Facility Heliport,heliport,28.722177,-95.875813,5.0
02TE,,Baylor Medical Center Heliport,heliport,32.39540100097656,-96.86419677734376,560.0
02TN,,Ellis Field,small_airport,35.780355,-86.585521,840.0
02TT,,Lunacity Ranch Airfield,small_airport,33.08273,-95.861507,568.0
02UT,,Lucin Airport,small_airport,41.369336,-113.841019,4412.0
02VA,,The Greenhouse Airport,small_airport,38.43569946289063,-77.8572006225586,320.0
02VG,,Northstar Aviation Heliport,heliport,36.63880157470703,-82.11669921875,1850.0
02WA,,Cawleys South Prairie Airport,small_airport,47.15230178833008,-122.09400177001952,690.0
02WI,,Beer Airport,small_airport,45.03189849853516,-92.65579986572266,920.0
02WN,,Fowler Field,small_airport,48.74580001831055,-119.31900024414062,2150.0
02XA,,JLS Farms Airport,small_airport,33.591319,-95.882864,675.0
03AA,,Trapper T Heliport,heliport,61.556055,-149.284527,159.0
03AK,,Joe Clouds Seaplane Base,seaplane_base,60.72722244262695,-151.13278198242188,150.0
03AL,,Highland Medical Center Heliport,heliport,34.662604,-86.046774,628.0
03AR,,BHMC-HSC Heliport,heliport,34.357992,-92.78608,350.0
03AZ,,Thompson International Aviation Airport,small_airport,31.430971,-110.088087,4275.0
03CA,,Grossmont Hospital Heliport,heliport,32.779484,-117.006952,634.0
03FA,,Lake Persimmon Airstrip,small_airport,27.353099822998047,-81.40809631347656,70.0
03FL,,Ranger Heliport,closed,26.683716,-80.186561,20.0
03GA,,HIA Airport,small_airport,32.561626,-81.85509,238.0
03GE,,NGMC Lumpkin Hospital Heliport,heliport,34.523153,-83.975058,1178.0
03ID,,Flying Y Ranch Airport,small_airport,44.793965,-116.531543,3180.0
03II,,Davis Field Ultralightport,small_airport,37.9620018005,-87.7789001465,465.0
03IL,,Wix Airport,small_airport,41.40230178833008,-87.81670379638672,750.0
03IN,,Heinzman Airport,small_airport,40.18000030517578,-86.01249694824219,850.0
03IS,,OSF St Anthony's Health Center Heliport,heliport,38.904999,-90.173401,580.0
03KS,,Valley Grain Heliport,heliport,39.86470031738281,-95.26409912109376,1160.0
03KY,,Flying H Farms Airport,small_airport,37.796085,-87.53859,385.0
03LA,,Damien Heliport,heliport,30.19960021972656,-91.12789916992188,25.0
03LS,,Fmc Nr 1 Heliport,heliport,32.15900039672852,-91.70800018310548,79.0
03M,,Lakeside Lodge and Marina Seaplane Base,seaplane_base,44.3209,-69.889503,165.0
03MA,,Hadley Airport,small_airport,42.393431,-72.551553,150.0
03MD,,Upper Chesapeake Medical Center Heliport,heliport,39.518427,-76.346022,302.0
03ME,,Maple Ridge Airport,small_airport,44.084251,-70.626905,556.0
03MI,,Harold Miller Heliport,heliport,43.550899505615234,-83.86219787597656,585.0
03MN,,Nauerth Land Ranch Airport,small_airport,43.62519836425781,-95.22470092773438,1435.0
03MS,,Vicksburg Medical Center Heliport,heliport,32.31880187988281,-90.8832015991211,110.0
03MT,,Cascade Field,small_airport,47.267327,-111.71748,3580.0
03MU,,McDonnell Airport,small_airport,38.4925,-94.412498,874.0
03N,UTK,Utirik Airport,small_airport,11.222219,169.851429,4.0
03NC,,Pilots Ridge Airport,small_airport,34.104236,-77.905855,35.0
03ND,,Olafson Brothers Airport,small_airport,48.62639999389648,-97.8290023803711,1045.0
03NE,,Hyde Ranch Airport,small_airport,41.5463981628418,-99.3311996459961,2430.0
03NH,,Lorden Heliport,heliport,42.81539916992188,-71.12439727783203,400.0
03NM,,Miner's Colfax Medical Center Heliport,heliport,36.862377,-104.442853,6600.0
03NR,,Johnston Medical Center Heliport,heliport,35.63027,-78.50392,310.0
03NV,,Llama Ranch Airport,small_airport,40.58440017700195,-115.2979965209961,6120.0
03NY,,Talmage Field,small_airport,40.958308,-72.717326,95.0
03OH,,Gibbs Field,small_airport,41.416933,-83.018339,580.0
03OI,,"Cleveland Clinic, Marymount Hospital Heliport",heliport,41.420312,-81.599552,890.0
03OK,,Sahoma Lake Airport,small_airport,36.041259,-96.161517,890.0
03OL,,Bluebird Airport,small_airport,35.012334,-97.702735,1232.0
03OR,,Powwatka Ridge Airport,small_airport,45.85540008544922,-117.48400115966795,3340.0
03PA,,Collegeville Heliport,heliport,40.162899017333984,-75.4656982421875,197.0
03PN,,M.P. Metals Heliport,heliport,41.066861,-76.180806,479.0
03PR,,Sun View Field Airport,small_airport,39.065931,-94.938417,980.0
03S,,Sandy River Airport,small_airport,45.401629,-122.228771,704.0
03SC,,Seacoast Medical Center Heliport,heliport,33.8650016784668,-78.66190338134766,73.0
03TE,,Barronena Ranch Airport,small_airport,27.490812,-98.669615,588.0
03TN,,Eagles Landing Heliport,heliport,35.92250061035156,-83.57939910888672,1000.0
03TS,,Shannon Medical Center Heliport,heliport,31.4658,-100.43397,1825.0
03TT,,Brazos Polo Airport,small_airport,29.632117,-95.932481,117.0
03TX,,M D K Field Heliport,heliport,29.580929,-95.30508,50.0
03UT,,AZ Minerals Corporation Airport,small_airport,37.114384,-109.99014,5315.0
03WA,,Spangle Field,small_airport,47.408199310302734,-117.37200164794922,2440.0
03WN,,Aerostone Ranch Airport,small_airport,45.875,-120.66999816894533,2320.0
03WT,,Lopez Medical Clinic Heliport,heliport,48.524894,-122.912394,38.0
03WY,,Perala Field,small_airport,44.367943,-104.510586,5200.0
03XA,,Del Sol Medical Center Heliport,heliport,31.7574,-106.346895,3881.0
03XS,,Creekside Airport,small_airport,31.318099975585938,-100.75399780273438,2100.0
04AA,,Flying W Ranch Airport,small_airport,60.535833,-150.811387,250.0
04AL,,Anniston AHP (Anniston Army Depot),heliport,33.62639999,-85.96720123,686.0
04AN,,North 40 Airport,small_airport,61.737511,-148.700724,943.0
04AR,,Saline Memorial Hospital Heliport,heliport,34.574241,-92.586058,430.0
04CA,,Gray Butte Field,small_airport,34.566631,-117.670666,3020.0
04CL,,Hunt's Sky Ranch Airport,small_airport,33.08169937133789,-116.44100189208984,2310.0
04CT,,Shingle Mill Heliport,heliport,41.75510025024414,-73.05239868164062,880.0
04FA,,Richards Field,small_airport,25.55870056152344,-80.51509857177734,9.0
04FD,,Tampa General Hospital Brandon Healthplex Heliport,heliport,27.929372,-82.336981,37.0
04FL,,Cross Creek Farms Airport,small_airport,29.240353,-81.222525,30.0
04GA,,Verge Towers Heliport,heliport,33.832365,-83.562335,753.0
04I,,Columbus Southwest Airport,small_airport,39.91151,-83.188577,920.0
04IA,,Middlekoop Airport,small_airport,41.08829879760742,-92.05460357666016,801.0
04ID,,Lanham Field,small_airport,43.877015,-116.538365,2343.0
04IL,,Schertz Aerial Service - Hudson Airport,small_airport,40.6375007629,-89.0070037842,755.0
04IN,,Lake Gage Seaplane Base,seaplane_base,41.701389,-85.113056,954.0
04IS,,Van Gorder Airport,small_airport,40.1786003112793,-88.56900024414062,728.0
04KY,,Natchez Trace Farm Airport,small_airport,37.135101318359375,-85.78939819335938,710.0
04LA,,Saint James Parish Hospital Heliport,heliport,30.051001,-90.703848,10.0
04LS,,La National Guard Heliport,heliport,30.44610023498535,-91.10530090332033,52.0
04MA,,Goddard Field,small_airport,42.810908,-71.140959,200.0
04MD,,Chesapeake City Heliport,heliport,39.51810073852539,-75.82140350341797,40.0
04ME,,Beech Hill Airport,small_airport,44.66669845581055,-69.8938980102539,625.0
04MI,,Rapids Airway Airport,small_airport,42.53450012207031,-84.62830352783203,880.0
04MN,,Helblad Airport,small_airport,47.985801696777344,-94.68689727783205,1195.0
04MS,,Nick's Flying Service Inc Airport,small_airport,32.940537,-90.836683,100.0
04MT,,Pluhar Airport,small_airport,47.13749777779999,-106.488095,2715.0
04NC,,Western Wake Medical Center Heliport,heliport,35.739200592,-78.7822036743,445.0
04NE,,Mc Connell Field Airport,small_airport,41.1599998474,-101.299003601,3035.0
04NJ,,Emmanuel Airport,small_airport,39.5968017578,-75.2334976196,155.0
04NM,,Lincoln County Medical Center Heliport,heliport,33.32171,-105.629497,6541.0
04NR,,McGee 04 Heliport,heliport,34.775671,-77.392244,40.0
04NV,,Kingston Ranch Airport,small_airport,35.7555007935,-115.665000916,2620.0
04NY,,Klaverack Airport,small_airport,42.262298584,-73.6961975098,250.0
04OG,,Teufel Heliport,heliport,45.530833,-123.085556,185.0
04OK,,Stillwater Medical Center Heliport,heliport,36.1152992249,-97.079498291,984.0
04OR,,Collins Landing Strip,small_airport,44.7499008179,-120.200996399,1500.0
04PA,,S & C Distribution Center Heliport,heliport,39.87929916379999,-75.2287979126,50.0
04PN,,Strawbridge & Clothier Exton Heliport,heliport,40.0306619,-75.63021,320.0
04SC,,Emergency Helipad,heliport,34.842188,-82.60714,994.0
04SD,,Cheyenne River Health Center Heliport,heliport,44.993013,-101.24311,2437.0
04TE,,Veterans Affairs Medical Center Heliport,heliport,29.699687,-95.39069,49.0
04TN,,Hensley Airpark,small_airport,36.1833000183,-82.67890167239999,1430.0
04TS,,Hummingbird Heliport,heliport,30.553284,-97.605358,690.0
04TT,,4D Ranch Airport,small_airport,29.713072,-99.545642,1550.0
04TX,,Pocock Airport,small_airport,31.732779,-97.369326,565.0
04UT,,Navajo Mountain Airport,small_airport,37.006689,-110.794701,6160.0
04V,,Saguache Municipal Airport,small_airport,38.099083,-106.174389,7826.0
04VA,,Russell County Medical Center Heliport,heliport,36.898246,-82.078477,2004.0
04VG,,Manquin Flight Park Ultralightport,small_airport,37.706546,-77.201621,50.0
04VT,,Lightning Bolt Field Airport,small_airport,44.4011001587,-72.26360321039999,2156.0
04W,,Field of Dreams Airport,small_airport,46.0228,-92.895401,1021.0
04WA,,Ox Meadows Airport,small_airport,47.581795,-117.437131,2345.0
04WI,,Dutch Gap Airstrip,small_airport,42.523399353,-88.0167007446,760.0
04WN,,Stillwater Creek Airport,small_airport,46.95835,-119.63864,1510.0
04WV,,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,heliport,39.6536111111,-79.9561111111,1137.0
04XA,,Pecan Field,small_airport,33.283933,-98.402861,1130.0
05AK,,Wasilla Creek Airpark,small_airport,61.66830063,-149.1880035,620.0
05AL,,Allen Stagefield Army Heliport,heliport,31.231199,-85.649696,365.0
05AN,,Wetons Aerodrome,small_airport,64.960472,-147.601092,795.0
05AR,,Ozark Skies Airpark,small_airport,36.000633,-93.57025,1900.0
05AZ,,Yuma Regional Medical Center Heliport,heliport,32.683452,-114.634346,200.0
05B,,Van Buren Seaplane Base,seaplane_base,47.158901,-67.931999,440.0
05CA,,Lost Hills Sheriff's Station Heliport,heliport,34.136516,-118.714685,888.0
05CL,,Pope Valley Airport,small_airport,38.6106987,-122.39099884,618.0
05CO,,Rancho de Aereo Airport,small_airport,40.214984,-104.984423,4978.0
05CT,,O And G Heliport,heliport,41.7737007141,-73.1162033081,600.0
05FA,,Melanie's Airport,small_airport,30.91889953613281,-86.21829986572266,295.0
05FD,,Aventura Heliport,heliport,25.960899353027344,-80.13919830322266,6.0
05FL,,Charlton Strip,small_airport,26.52018,-81.41031,36.0
05GA,,Raju Airport,small_airport,32.0713996887207,-84.71440124511719,625.0
05IA,,Spotts Field,small_airport,43.13750076293945,-93.06829833984376,1155.0
05ID,,Running Creek Ranch Airport,small_airport,45.914101,-114.835999,2969.0
05IL,,Classic Landings Airport,small_airport,41.156700134277344,-88.0167007446289,635.0
05IN,,Cooper Airport,small_airport,39.641998291015625,-86.50420379638672,860.0
05IS,,Hardy Airport,small_airport,39.72589874267578,-89.26399993896484,605.0
05KS,,Darbro Field,small_airport,37.26620101928711,-95.95919799804688,945.0
05KT,,High Point Farm Airport,small_airport,38.187091,-84.93011,880.0
05KY,,Cartersville Airport,small_airport,37.53575,-84.407303,1070.0
05LA,,Greg's Flying Service Airport,small_airport,32.265301,-91.6978,76.0
05LL,,Midwest Heliport,heliport,41.749228,-87.935783,710.0
05LS,,Grass Roots Airport,small_airport,31.252148,-92.47569,83.0
05M,,Pauls Valley General Hospital Heliport,heliport,34.71979,-97.214237,911.0
05MA,,Bentley Heliport,heliport,42.691200256347656,-70.91230010986328,80.0
05MD,,Breezecroft Airport,small_airport,39.244232,-76.198661,20.0
05ME,,Drisko Airport,small_airport,44.65700149536133,-67.55919647216797,70.0
05MI,,Beaumont Hospital Taylor Heliport,heliport,42.236433,-83.276421,621.0
05MN,,Northern Pines Medical Center Heliport,heliport,47.5175001,-92.2302778,1446.0
05MS,,VA Medical Center Jackson Heliport,heliport,32.32973,-90.16273,359.0
05MT,,Jones Landing Airport,small_airport,45.815368,-111.152163,4364.0
05NE,,Mc Kay Airport,small_airport,41.7221984863,-98.3089981079,2010.0
05NH,,Stumpfield Heliport,heliport,42.92390060424805,-70.95140075683594,200.0
05NJ,,Paulus Hook Pier Heliport,heliport,40.713385,-74.03203,7.0
05NR,,Gary Fox Airport,small_airport,36.168415,-79.276908,675.0
05NV,,Baker Ranches Airport,small_airport,39.0311,-114.088219,5180.0
05NY,,Oswego County At Pulaski Heliport,heliport,43.55199813842773,-76.09020233154297,445.0
05OG,,Drill Field Pad Heliport,heliport,44.059531,-123.118951,415.0
05OH,,Eaglecrest Field,small_airport,40.184513,-81.920564,968.0
05OI,,Dorlon Airpark,small_airport,41.28839874267578,-81.96260070800781,830.0
05OR,,Peacock Ranch Airport,small_airport,45.44428,-117.34722,3500.0
05PA,,PECO Mob. Heliport,heliport,39.9548,-75.178201,110.0
05PN,,State Police Area Iii Heliport,heliport,40.30009841918945,-76.85800170898438,485.0
05PS,,Mills Brothers Airport,small_airport,40.143075,-77.86221,1210.0
05S,,Vernonia Airfield,small_airport,45.85150146484375,-123.24199676513672,647.0
05TA,,Brandes Air Field,small_airport,29.80909919738769,-96.26509857177734,276.0
05TE,,Hilde-Griff Field,small_airport,30.72209930419922,-97.79139709472656,950.0
05TS,,Dew Drop Airport,small_airport,33.12929916381836,-97.3585968017578,750.0
05TX,,Circle A Ranch Airport,small_airport,32.128974,-97.404582,608.0
05V,,Blanca Airport,small_airport,37.411098,-105.552002,7720.0
05VA,,Providence Airport,small_airport,37.22420120239258,-78.4186019897461,445.0
05VT,,Port of Highgate Springs Heliport,heliport,45.013301849365234,-73.08670043945312,68.0
05WA,,Sacred Heart Medical Center Helistop,heliport,47.64820098876953,-117.41400146484376,2220.0
05WI,,Ames Private Airport,small_airport,42.651100158691406,-88.74590301513672,958.0
05WN,,Flat Creek Field,small_airport,48.702222,-118.0475,1570.0
05XA,,Moore County Hospital District Heliport,heliport,35.863631,-101.970944,3664.0
05XS,,Johnson Memorial Airport,small_airport,33.079498,-91.561391,105.0
05Y,,Henning Municipal Airport,small_airport,46.303799,-95.439499,1455.0
06AA,,Twisted Sisters Airport,small_airport,60.540256,-150.813827,260.0
06AK,,June Lake Airpark,small_airport,61.627619,-149.575331,425.0
